Additional oxygen atoms to be considered by lipid class,,,,,,,,,
IP_DAG_min,IP_DAG_max,IP_MAG_min,IP_MAG_max,FFA_min,FFA_max,PUA_min,PUA_max,TAG_min,TAG_max
0,4,0,4,0,4,0,4,0,4
